InvoiceDate,TimeID,Year,Month,Day
2010-12-02 14:23:00,189,2010,12,2
2010-12-02 14:25:00,190,2010,12,2
2010-12-02 14:26:00,191,2010,12,2
2010-12-02 14:29:00,192,2010,12,2
2010-12-02 14:30:00,193,2010,12,2
2010-12-02 14:40:00,194,2010,12,2
2010-12-02 14:42:00,195,2010,12,2
2010-12-02 14:47:00,196,2010,12,2
2010-12-02 14:49:00,197,2010,12,2
2010-12-02 15:00:00,198,2010,12,2
2010-12-02 15:03:00,199,2010,12,2
2010-12-02 15:08:00,200,2010,12,2
2010-12-02 15:14:00,201,2010,12,2
2010-12-02 15:18:00,202,2010,12,2
2010-12-02 15:19:00,203,2010,12,2
2010-12-02 15:20:00,204,2010,12,2
2010-12-02 15:22:00,205,2010,12,2
2010-12-02 15:23:00,206,2010,12,2
2010-12-02 15:24:00,207,2010,12,2
2010-12-02 15:25:00,208,2010,12,2
2010-12-02 15:26:00,209,2010,12,2
2010-12-02 15:27:00,210,2010,12,2
2010-12-02 15:28:00,211,2010,12,2
2010-12-02 15:39:00,212,2010,12,2
2010-12-02 15:40:00,213,2010,12,2
2010-12-02 15:46:00,214,2010,12,2
2010-12-02 15:49:00,215,2010,12,2
2010-12-02 15:55:00,216,2010,12,2
2010-12-02 16:00:00,217,2010,12,2
2010-12-02 16:12:00,218,2010,12,2
2010-12-02 16:29:00,219,2010,12,2
2010-12-02 16:33:00,220,2010,12,2
2010-12-02 16:34:00,221,2010,12,2
2010-12-02 16:38:00,222,2010,12,2
2010-12-02 16:42:00,223,2010,12,2
2010-12-02 16:45:00,224,2010,12,2
2010-12-02 16:46:00,225,2010,12,2
2010-12-02 16:48:00,226,2010,12,2
2010-12-02 16:50:00,227,2010,12,2
2010-12-02 16:51:00,228,2010,12,2
2010-12-02 16:58:00,229,2010,12,2
2010-12-02 16:59:00,230,2010,12,2
2010-12-02 17:03:00,231,2010,12,2
2010-12-02 17:05:00,232,2010,12,2
2010-12-02 17:06:00,233,2010,12,2
2010-12-02 17:08:00,234,2010,12,2
2010-12-02 17:09:00,235,2010,12,2
2010-12-02 17:12:00,236,2010,12,2
2010-12-02 17:14:00,237,2010,12,2
2010-12-02 17:17:00,238,2010,12,2
2010-12-02 17:19:00,239,2010,12,2
2010-12-02 17:22:00,240,2010,12,2
2010-12-02 17:24:00,241,2010,12,2
2010-12-02 17:27:00,242,2010,12,2
2010-12-02 17:30:00,243,2010,12,2
2010-12-02 17:31:00,244,2010,12,2
2010-12-02 17:35:00,245,2010,12,2
2010-12-02 17:36:00,246,2010,12,2
2010-12-02 17:38:00,247,2010,12,2
2010-12-02 17:40:00,248,2010,12,2
2010-12-02 17:41:00,249,2010,12,2
2010-12-02 17:48:00,250,2010,12,2
2010-12-02 17:51:00,251,2010,12,2
2010-12-02 18:06:00,252,2010,12,2
2010-12-02 18:08:00,253,2010,12,2
2010-12-02 18:15:00,254,2010,12,2
2010-12-02 18:23:00,255,2010,12,2
2010-12-02 18:25:00,256,2010,12,2
2010-12-02 18:27:00,257,2010,12,2
2010-12-02 18:45:00,258,2010,12,2
2010-12-02 18:46:00,259,2010,12,2
2010-12-02 18:49:00,260,2010,12,2
2010-12-02 19:18:00,261,2010,12,2
2010-12-02 19:59:00,262,2010,12,2
2010-12-03 09:31:00,263,2010,12,3
2010-12-03 09:39:00,264,2010,12,3
2010-12-03 09:45:00,265,2010,12,3
2010-12-03 09:47:00,266,2010,12,3
2010-12-03 09:49:00,267,2010,12,3
2010-12-03 09:51:00,268,2010,12,3
2010-12-03 10:07:00,269,2010,12,3
2010-12-03 10:09:00,270,2010,12,3
2010-12-03 10:11:00,271,2010,12,3
2010-12-03 10:26:00,272,2010,12,3
2010-12-03 10:33:00,273,2010,12,3
2010-12-03 10:36:00,274,2010,12,3
2010-12-03 10:43:00,275,2010,12,3
2010-12-03 10:44:00,276,2010,12,3
2010-12-03 11:19:00,277,2010,12,3
2010-12-03 11:35:00,278,2010,12,3
2010-12-03 11:42:00,279,2010,12,3
2010-12-03 11:48:00,280,2010,12,3
2010-12-03 12:05:00,281,2010,12,3
2010-12-03 12:11:00,282,2010,12,3
2010-12-03 12:20:00,283,2010,12,3
2010-12-03 12:24:00,284,2010,12,3
2010-12-03 12:28:00,285,2010,12,3
2010-12-03 12:29:00,286,2010,12,3
2010-12-03 12:41:00,287,2010,12,3
2010-12-03 12:43:00,288,2010,12,3
2010-12-03 12:48:00,289,2010,12,3
2010-12-03 12:57:00,290,2010,12,3
2010-12-03 13:09:00,291,2010,12,3
2010-12-03 13:10:00,292,2010,12,3
2010-12-03 13:12:00,293,2010,12,3
2010-12-03 13:40:00,294,2010,12,3
2010-12-03 13:42:00,295,2010,12,3
2010-12-03 13:43:00,296,2010,12,3
2010-12-03 13:59:00,297,2010,12,3
2010-12-03 14:04:00,298,2010,12,3
2010-12-03 14:18:00,299,2010,12,3
2010-12-03 14:19:00,300,2010,12,3
2010-12-03 14:23:00,301,2010,12,3
2010-12-03 14:26:00,302,2010,12,3
2010-12-03 14:30:00,303,2010,12,3
2010-12-03 14:35:00,304,2010,12,3
2010-12-03 14:40:00,305,2010,12,3
2010-12-03 14:54:00,306,2010,12,3
2010-12-03 15:05:00,307,2010,12,3
2010-12-03 15:10:00,308,2010,12,3
2010-12-03 15:14:00,309,2010,12,3
2010-12-03 15:16:00,310,2010,12,3
2010-12-03 15:19:00,311,2010,12,3
2010-12-03 15:25:00,312,2010,12,3
2010-12-03 15:45:00,313,2010,12,3
2010-12-03 16:02:00,314,2010,12,3
2010-12-03 16:21:00,315,2010,12,3
2010-12-03 16:35:00,316,2010,12,3
2010-12-03 16:44:00,317,2010,12,3
2010-12-03 16:45:00,318,2010,12,3
2010-12-03 17:20:00,319,2010,12,3
2010-12-03 17:21:00,320,2010,12,3
2010-12-03 17:28:00,321,2010,12,3
2010-12-05 10:03:00,322,2010,12,5
2010-12-05 10:12:00,323,2010,12,5
2010-12-05 10:25:00,324,2010,12,5
2010-12-05 10:27:00,325,2010,12,5
2010-12-05 10:36:00,326,2010,12,5
2010-12-05 10:45:00,327,2010,12,5
2010-12-05 10:48:00,328,2010,12,5
2010-12-05 10:52:00,329,2010,12,5
2010-12-05 10:54:00,330,2010,12,5
2010-12-05 10:58:00,331,2010,12,5
2010-12-05 11:02:00,332,2010,12,5
2010-12-05 11:03:00,333,2010,12,5
2010-12-05 11:04:00,334,2010,12,5
2010-12-05 11:10:00,335,2010,12,5
2010-12-05 11:12:00,336,2010,12,5
2010-12-05 11:15:00,337,2010,12,5
2010-12-05 11:38:00,338,2010,12,5
2010-12-05 11:40:00,339,2010,12,5
2010-12-05 11:45:00,340,2010,12,5
2010-12-05 11:49:00,341,2010,12,5
2010-12-05 11:51:00,342,2010,12,5
2010-12-05 11:54:00,343,2010,12,5
2010-12-05 11:57:00,344,2010,12,5
2010-12-05 11:59:00,345,2010,12,5
2010-12-05 12:00:00,346,2010,12,5
2010-12-05 12:01:00,347,2010,12,5
2010-12-05 12:02:00,348,2010,12,5
2010-12-05 12:08:00,349,2010,12,5
2010-12-05 12:09:00,350,2010,12,5
2010-12-05 12:13:00,351,2010,12,5
2010-12-05 12:15:00,352,2010,12,5
2010-12-05 12:23:00,353,2010,12,5
2010-12-05 12:26:00,354,2010,12,5
2010-12-05 12:29:00,355,2010,12,5
2010-12-05 12:34:00,356,2010,12,5
2010-12-05 12:35:00,357,2010,12,5
2010-12-05 12:42:00,358,2010,12,5
2010-12-05 12:43:00,359,2010,12,5
2010-12-05 12:44:00,360,2010,12,5
2010-12-05 12:47:00,361,2010,12,5
2010-12-05 12:53:00,362,2010,12,5
2010-12-05 12:57:00,363,2010,12,5
2010-12-05 12:58:00,364,2010,12,5
2010-12-05 13:00:00,365,2010,12,5
2010-12-05 13:03:00,366,2010,12,5
2010-12-05 13:05:00,367,2010,12,5
2010-12-05 13:08:00,368,2010,12,5
2010-12-05 13:09:00,369,2010,12,5
2010-12-05 13:10:00,370,2010,12,5
2010-12-05 13:17:00,371,2010,12,5
2010-12-05 13:18:00,372,2010,12,5
2010-12-05 13:21:00,373,2010,12,5
2010-12-05 13:26:00,374,2010,12,5
2010-12-05 13:29:00,375,2010,12,5
2010-12-05 13:42:00,376,2010,12,5
2010-12-05 13:49:00,377,2010,12,5
2010-12-05 13:53:00,378,2010,12,5
2010-12-05 13:55:00,379,2010,12,5
2010-12-05 14:02:00,380,2010,12,5
2010-12-05 14:03:00,381,2010,12,5
2010-12-05 14:06:00,382,2010,12,5
2010-12-05 14:17:00,383,2010,12,5
2010-12-05 14:19:00,384,2010,12,5
2010-12-05 14:25:00,385,2010,12,5
2010-12-05 14:44:00,386,2010,12,5
2010-12-05 14:45:00,387,2010,12,5
2010-12-05 14:52:00,388,2010,12,5
2010-12-05 15:02:00,389,2010,12,5
2010-12-05 15:06:00,390,2010,12,5
2010-12-05 15:12:00,391,2010,12,5
2010-12-05 15:15:00,392,2010,12,5
2010-12-05 15:18:00,393,2010,12,5
2010-12-05 15:21:00,394,2010,12,5
2010-12-05 15:26:00,395,2010,12,5
2010-12-05 15:35:00,396,2010,12,5
2010-12-05 15:38:00,397,2010,12,5
2010-12-05 15:40:00,398,2010,12,5
2010-12-05 15:46:00,399,2010,12,5
2010-12-05 15:47:00,400,2010,12,5
2010-12-05 15:54:00,401,2010,12,5
2010-12-05 16:00:00,402,2010,12,5
2010-12-05 16:10:00,403,2010,12,5
2010-12-05 16:24:00,404,2010,12,5
2010-12-05 16:41:00,405,2010,12,5
2010-12-06 08:34:00,406,2010,12,6
2010-12-06 08:42:00,407,2010,12,6
2010-12-06 08:43:00,408,2010,12,6
2010-12-06 08:44:00,409,2010,12,6
2010-12-06 09:21:00,410,2010,12,6
2010-12-06 09:31:00,411,2010,12,6
2010-12-06 09:37:00,412,2010,12,6
2010-12-06 09:40:00,413,2010,12,6
2010-12-06 09:45:00,414,2010,12,6
2010-12-06 09:52:00,415,2010,12,6
2010-12-06 10:03:00,416,2010,12,6
2010-12-06 10:05:00,417,2010,12,6
2010-12-06 10:18:00,418,2010,12,6
2010-12-06 10:19:00,419,2010,12,6
2010-12-06 10:20:00,420,2010,12,6
2010-12-06 10:24:00,421,2010,12,6
2010-12-06 10:27:00,422,2010,12,6
2010-12-06 10:34:00,423,2010,12,6
2010-12-06 10:36:00,424,2010,12,6
2010-12-06 10:38:00,425,2010,12,6
2010-12-06 10:43:00,426,2010,12,6
2010-12-06 11:01:00,427,2010,12,6
2010-12-06 11:03:00,428,2010,12,6
2010-12-06 11:06:00,429,2010,12,6
2010-12-06 11:10:00,430,2010,12,6
2010-12-06 11:16:00,431,2010,12,6
2010-12-06 11:26:00,432,2010,12,6
2010-12-06 11:37:00,433,2010,12,6
2010-12-06 11:38:00,434,2010,12,6
2010-12-06 11:42:00,435,2010,12,6
2010-12-06 11:47:00,436,2010,12,6
2010-12-06 11:58:00,437,2010,12,6
2010-12-06 12:00:00,438,2010,12,6
2010-12-06 12:06:00,439,2010,12,6
2010-12-06 12:15:00,440,2010,12,6
2010-12-06 12:21:00,441,2010,12,6
2010-12-06 12:23:00,442,2010,12,6
2010-12-06 12:30:00,443,2010,12,6
2010-12-06 12:31:00,444,2010,12,6
2010-12-06 12:34:00,445,2010,12,6
2010-12-06 12:38:00,446,2010,12,6
2010-12-06 12:39:00,447,2010,12,6
2010-12-06 12:40:00,448,2010,12,6
2010-12-06 12:41:00,449,2010,12,6
2010-12-06 12:44:00,450,2010,12,6
2010-12-06 12:47:00,451,2010,12,6
2010-12-06 12:52:00,452,2010,12,6
2010-12-06 12:55:00,453,2010,12,6
2010-12-06 12:59:00,454,2010,12,6
2010-12-06 13:01:00,455,2010,12,6
2010-12-06 13:06:00,456,2010,12,6
2010-12-06 13:12:00,457,2010,12,6
2010-12-06 13:13:00,458,2010,12,6
2010-12-06 13:17:00,459,2010,12,6
2010-12-06 13:21:00,460,2010,12,6
2010-12-06 13:22:00,461,2010,12,6
2010-12-06 13:32:00,462,2010,12,6
2010-12-06 13:34:00,463,2010,12,6
2010-12-06 13:35:00,464,2010,12,6
2010-12-06 13:41:00,465,2010,12,6
2010-12-06 13:47:00,466,2010,12,6
2010-12-06 13:53:00,467,2010,12,6
2010-12-06 13:58:00,468,2010,12,6
2010-12-06 13:59:00,469,2010,12,6
2010-12-06 14:00:00,470,2010,12,6
2010-12-06 14:05:00,471,2010,12,6
2010-12-06 14:08:00,472,2010,12,6
2010-12-06 14:19:00,473,2010,12,6
2010-12-06 14:22:00,474,2010,12,6
2010-12-06 14:31:00,475,2010,12,6
2010-12-06 14:36:00,476,2010,12,6
2010-12-06 14:43:00,477,2010,12,6
2010-12-06 14:46:00,478,2010,12,6
2010-12-06 14:51:00,479,2010,12,6
2010-12-06 14:53:00,480,2010,12,6
2010-12-06 14:55:00,481,2010,12,6
2010-12-06 15:00:00,482,2010,12,6
2010-12-06 15:03:00,483,2010,12,6
2010-12-06 15:06:00,484,2010,12,6
2010-12-06 15:07:00,485,2010,12,6
2010-12-06 15:09:00,486,2010,12,6
2010-12-06 15:10:00,487,2010,12,6
2010-12-06 15:12:00,488,2010,12,6
2010-12-06 15:13:00,489,2010,12,6
2010-12-06 15:14:00,490,2010,12,6
2010-12-06 15:18:00,491,2010,12,6
2010-12-06 15:25:00,492,2010,12,6
2010-12-06 15:27:00,493,2010,12,6
2010-12-06 15:34:00,494,2010,12,6
2010-12-06 15:35:00,495,2010,12,6
2010-12-06 15:38:00,496,2010,12,6
2010-12-06 15:54:00,497,2010,12,6
2010-12-06 16:10:00,498,2010,12,6
2010-12-06 16:36:00,499,2010,12,6
2010-12-06 16:58:00,500,2010,12,6
2010-12-06 17:16:00,501,2010,12,6
2010-12-06 17:26:00,502,2010,12,6
2010-12-07 08:42:00,503,2010,12,7
2010-12-07 08:57:00,504,2010,12,7
2010-12-07 09:13:00,505,2010,12,7
2010-12-07 09:21:00,506,2010,12,7
2010-12-07 09:23:00,507,2010,12,7
2010-12-07 09:43:00,508,2010,12,7
2010-12-07 09:51:00,509,2010,12,7
2010-12-07 09:55:00,510,2010,12,7
2010-12-07 09:57:00,511,2010,12,7
2010-12-07 10:04:00,512,2010,12,7
2010-12-07 10:06:00,513,2010,12,7
2010-12-07 10:08:00,514,2010,12,7
2010-12-07 10:14:00,515,2010,12,7
2010-12-07 10:32:00,516,2010,12,7
2010-12-07 10:36:00,517,2010,12,7
2010-12-07 10:43:00,518,2010,12,7
2010-12-07 10:47:00,519,2010,12,7
2010-12-07 10:51:00,520,2010,12,7
2010-12-07 11:11:00,521,2010,12,7
2010-12-07 11:26:00,522,2010,12,7
2010-12-07 11:30:00,523,2010,12,7
2010-12-07 11:33:00,524,2010,12,7
2010-12-07 11:41:00,525,2010,12,7
2010-12-07 11:45:00,526,2010,12,7
2010-12-07 11:47:00,527,2010,12,7
2010-12-07 11:49:00,528,2010,12,7
2010-12-07 11:59:00,529,2010,12,7
2010-12-07 12:18:00,530,2010,12,7
2010-12-07 12:21:00,531,2010,12,7
2010-12-07 12:28:00,532,2010,12,7
2010-12-07 12:29:00,533,2010,12,7
2010-12-07 12:31:00,534,2010,12,7
2010-12-07 12:34:00,535,2010,12,7
2010-12-07 12:37:00,536,2010,12,7
2010-12-07 12:43:00,537,2010,12,7
2010-12-07 12:45:00,538,2010,12,7
2010-12-07 12:49:00,539,2010,12,7
2010-12-07 13:01:00,540,2010,12,7
2010-12-07 13:13:00,541,2010,12,7
2010-12-07 13:16:00,542,2010,12,7
2010-12-07 13:18:00,543,2010,12,7
2010-12-07 13:20:00,544,2010,12,7
2010-12-07 13:22:00,545,2010,12,7
2010-12-07 13:25:00,546,2010,12,7
2010-12-07 13:28:00,547,2010,12,7
2010-12-07 13:29:00,548,2010,12,7
2010-12-07 13:30:00,549,2010,12,7
2010-12-07 13:45:00,550,2010,12,7
2010-12-07 13:50:00,551,2010,12,7
2010-12-07 13:53:00,552,2010,12,7
2010-12-07 14:00:00,553,2010,12,7
2010-12-07 14:30:00,554,2010,12,7
2010-12-07 14:31:00,555,2010,12,7
2010-12-07 14:41:00,556,2010,12,7
2010-12-07 14:57:00,557,2010,12,7
2010-12-07 14:58:00,558,2010,12,7
2010-12-07 15:02:00,559,2010,12,7
2010-12-07 15:03:00,560,2010,12,7
2010-12-07 15:04:00,561,2010,12,7
2010-12-07 15:15:00,562,2010,12,7
2010-12-07 15:18:00,563,2010,12,7
2010-12-07 15:20:00,564,2010,12,7
2010-12-07 15:39:00,565,2010,12,7
2010-12-07 15:48:00,566,2010,12,7
2010-12-07 15:54:00,567,2010,12,7
2010-12-07 16:20:00,568,2010,12,7
2010-12-07 16:21:00,569,2010,12,7
2010-12-07 16:42:00,570,2010,12,7
2010-12-07 16:43:00,571,2010,12,7
2010-12-07 17:05:00,572,2010,12,7
2010-12-07 17:19:00,573,2010,12,7
2010-12-08 08:12:00,574,2010,12,8
2010-12-08 08:43:00,575,2010,12,8
2010-12-08 08:58:00,576,2010,12,8
2010-12-08 09:07:00,577,2010,12,8
2010-12-08 09:20:00,578,2010,12,8
2010-12-08 09:30:00,579,2010,12,8
2010-12-08 09:49:00,580,2010,12,8
2010-12-08 09:51:00,581,2010,12,8
2010-12-08 09:53:00,582,2010,12,8
2010-12-08 09:55:00,583,2010,12,8
2010-12-08 09:56:00,584,2010,12,8
2010-12-08 10:11:00,585,2010,12,8
2010-12-08 10:13:00,586,2010,12,8
2010-12-08 10:14:00,587,2010,12,8
2010-12-08 10:18:00,588,2010,12,8
2010-12-08 10:21:00,589,2010,12,8
2010-12-08 10:35:00,590,2010,12,8
2010-12-08 10:36:00,591,2010,12,8
2010-12-08 10:38:00,592,2010,12,8
2010-12-08 10:39:00,593,2010,12,8
2010-12-08 10:40:00,594,2010,12,8
2010-12-08 10:45:00,595,2010,12,8
2010-12-08 10:46:00,596,2010,12,8
2010-12-08 10:51:00,597,2010,12,8
2010-12-08 10:53:00,598,2010,12,8
2010-12-08 11:02:00,599,2010,12,8
2010-12-08 11:03:00,600,2010,12,8
2010-12-08 11:04:00,601,2010,12,8
2010-12-08 11:16:00,602,2010,12,8
2010-12-08 11:31:00,603,2010,12,8
2010-12-08 11:33:00,604,2010,12,8
2010-12-08 11:38:00,605,2010,12,8
2010-12-08 11:41:00,606,2010,12,8
2010-12-08 11:42:00,607,2010,12,8
2010-12-08 11:43:00,608,2010,12,8
2010-12-08 12:01:00,609,2010,12,8
2010-12-08 12:03:00,610,2010,12,8
2010-12-08 12:06:00,611,2010,12,8
2010-12-08 12:08:00,612,2010,12,8
2010-12-08 12:09:00,613,2010,12,8
2010-12-08 12:11:00,614,2010,12,8
2010-12-08 12:17:00,615,2010,12,8
2010-12-08 12:24:00,616,2010,12,8
2010-12-08 12:29:00,617,2010,12,8
2010-12-08 12:35:00,618,2010,12,8
2010-12-08 12:36:00,619,2010,12,8
2010-12-08 12:40:00,620,2010,12,8
2010-12-08 12:41:00,621,2010,12,8
2010-12-08 12:45:00,622,2010,12,8
2010-12-08 12:46:00,623,2010,12,8
2010-12-08 12:49:00,624,2010,12,8
2010-12-08 12:51:00,625,2010,12,8
2010-12-08 12:56:00,626,2010,12,8
2010-12-08 12:57:00,627,2010,12,8
2010-12-08 13:01:00,628,2010,12,8
2010-12-08 13:03:00,629,2010,12,8
2010-12-08 13:07:00,630,2010,12,8
2010-12-08 13:08:00,631,2010,12,8
2010-12-08 13:11:00,632,2010,12,8
2010-12-08 13:14:00,633,2010,12,8
2010-12-08 13:17:00,634,2010,12,8
